timestamp,asset,theme,direction,signal,asset_catalyst,scenario_confidence,report_reliability,idea_score,edge_ratio,quant_gate_pass,gate_reasons
2025-06-02 00:00:00-04:00,NVDA,stock flow + macro overlay favors long exposure,flat,,0.022777777777777772,0.9926489055285096,1.0,0.3045917802737209,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-02 00:00:00-04:00,BTC,crypto flow + macro overlay favors long exposure,flat,,-0.021875,0.9926489055285096,1.0,0.30436608582927643,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-02 00:00:00-04:00,ETH,crypto flow + macro overlay favors long exposure,flat,,-0.016666666666666666,0.9926489055285096,1.0,0.3030640024959431,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-02 00:00:00-04:00,SOL,crypto flow + macro overlay favors long exposure,flat,,-0.016666666666666666,0.9926489055285096,1.0,0.3030640024959431,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-02 00:00:00-04:00,XRP,crypto flow + macro overlay favors long exposure,flat,,-0.016666666666666666,0.9926489055285096,1.0,0.3030640024959431,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-02 00:00:00-04:00,TSLA,stock flow + macro overlay favors long exposure,flat,,0.016071428571428577,0.9926489055285096,1.0,0.3029151929721336,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-02 00:00:00-04:00,GOLD,metal flow + macro overlay favors long exposure,flat,,-0.015238095238095238,0.9926489055285096,1.0,0.3027068596388003,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-02 00:00:00-04:00,GOOG,stock flow + macro overlay favors long exposure,flat,,0.013750000000000002,0.9926489055285096,1.0,0.30233483582927645,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-02 00:00:00-04:00,COPPER,metal flow + macro overlay favors long exposure,flat,,-0.012916666666666668,0.9926489055285096,1.0,0.3021265024959431,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-02 00:00:00-04:00,MCD,stock flow + macro overlay favors long exposure,flat,,0.0125,0.9926489055285096,1.0,0.3020223358292764,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-02 00:00:00-04:00,EURUSD,forex flow + macro overlay favors long exposure,flat,,-0.011931818181818182,0.9926489055285096,1.0,0.30188029037473096,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-02 00:00:00-04:00,AUDUSD,forex flow + macro overlay favors long exposure,flat,,-0.010384615384615384,0.9926489055285096,1.0,0.3014934896754303,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-02 00:00:00-04:00,SPY,stock flow + macro overlay favors long exposure,flat,,-0.003125,0.9926489055285096,1.0,0.2996785858292764,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-02 00:00:00-04:00,SILVER,metal flow + macro overlay favors long exposure,flat,,0.0,0.9926489055285096,1.0,0.29889733582927647,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-03 00:00:00-04:00,NVDA,stock flow + macro overlay favors long exposure,flat,,0.022777777777777772,0.9926489055285096,1.0,0.3045917802737209,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-03 00:00:00-04:00,BTC,crypto flow + macro overlay favors long exposure,flat,,-0.021875,0.9926489055285096,1.0,0.30436608582927643,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-03 00:00:00-04:00,ETH,crypto flow + macro overlay favors long exposure,flat,,-0.016666666666666666,0.9926489055285096,1.0,0.3030640024959431,0.0,False,"['weak_signal', 'insufficient_net_edge']"
2025-06-03 00:00:00-04:00,SOL,crypto flow + macro overlay favors long exposure,flat,,-0.016666666666666666,0.9926489055285096,1.0,0.3030640024959431,0.0,False,"['weak_signal', 'insufficient_net_edge']"
