,daily_return
2025-09-17 00:00:00-04:00,0.0
2025-09-18 00:00:00-04:00,0.0
2025-09-19 00:00:00-04:00,0.0
2025-09-20 00:00:00-04:00,0.0
2025-09-21 00:00:00-04:00,0.0
2025-09-22 00:00:00-04:00,0.0
2025-09-23 00:00:00-04:00,0.0
2025-09-24 00:00:00-04:00,0.0
2025-09-25 00:00:00-04:00,0.0
2025-09-26 00:00:00-04:00,0.0
2025-09-27 00:00:00-04:00,0.0
2025-09-28 00:00:00-04:00,0.0
2025-09-29 00:00:00-04:00,0.0
2025-09-30 00:00:00-04:00,0.0
2025-10-01 00:00:00-04:00,0.0
2025-10-02 00:00:00-04:00,0.0
2025-10-03 00:00:00-04:00,0.0
2025-10-04 00:00:00-04:00,0.0
2025-10-05 00:00:00-04:00,0.0
2025-10-06 00:00:00-04:00,0.0
2025-10-07 00:00:00-04:00,0.0
2025-10-08 00:00:00-04:00,0.0
2025-10-09 00:00:00-04:00,0.0
2025-10-10 00:00:00-04:00,0.0
2025-10-11 00:00:00-04:00,0.0
2025-10-12 00:00:00-04:00,0.0
2025-10-13 00:00:00-04:00,0.0
2025-10-14 00:00:00-04:00,0.0
2025-10-15 00:00:00-04:00,0.0
2025-10-16 00:00:00-04:00,0.0
2025-10-17 00:00:00-04:00,0.0
2025-10-18 00:00:00-04:00,0.0
2025-10-19 00:00:00-04:00,0.0
2025-10-20 00:00:00-04:00,0.0
2025-10-21 00:00:00-04:00,0.0
2025-10-22 00:00:00-04:00,0.0
2025-10-23 00:00:00-04:00,0.0
2025-10-24 00:00:00-04:00,0.0
2025-10-25 00:00:00-04:00,0.0
2025-10-26 00:00:00-04:00,0.0
2025-10-27 00:00:00-04:00,0.0
2025-10-28 00:00:00-04:00,0.0
2025-10-29 00:00:00-04:00,0.0
2025-10-30 00:00:00-04:00,0.0
2025-10-31 00:00:00-04:00,0.0
2025-11-01 00:00:00-04:00,0.0
2025-11-02 00:00:00-04:00,0.0
2025-11-03 00:00:00-05:00,0.0
2025-11-04 00:00:00-05:00,0.0
2025-11-05 00:00:00-05:00,0.0
2025-11-06 00:00:00-05:00,0.0
2025-11-07 00:00:00-05:00,0.0
2025-11-08 00:00:00-05:00,0.0
2025-11-09 00:00:00-05:00,0.0
2025-11-10 00:00:00-05:00,0.0
2025-11-11 00:00:00-05:00,0.0
2025-11-12 00:00:00-05:00,-0.0001326299359694083
2025-11-13 00:00:00-05:00,0.008154845431543212
2025-11-14 00:00:00-05:00,0.03225266193807652
2025-11-15 00:00:00-05:00,-0.00020601517956841953
2025-11-16 00:00:00-05:00,-0.0020430954615273667
2025-11-17 00:00:00-05:00,0.0
2025-11-18 00:00:00-05:00,0.0
2025-11-19 00:00:00-05:00,0.0
2025-11-20 00:00:00-05:00,0.0
2025-11-21 00:00:00-05:00,0.0
2025-11-22 00:00:00-05:00,0.0
2025-11-23 00:00:00-05:00,0.0
2025-11-24 00:00:00-05:00,0.0
2025-11-25 00:00:00-05:00,0.0
2025-11-26 00:00:00-05:00,-0.00010366856843857519
2025-11-27 00:00:00-05:00,-0.01898616409641829
2025-11-28 00:00:00-05:00,0.003000469255527438
2025-11-29 00:00:00-05:00,0.0
2025-11-30 00:00:00-05:00,0.0
2025-12-01 00:00:00-05:00,0.0
2025-12-02 00:00:00-05:00,0.0
2025-12-03 00:00:00-05:00,0.0
2025-12-04 00:00:00-05:00,0.0
2025-12-05 00:00:00-05:00,0.0
2025-12-06 00:00:00-05:00,0.0
2025-12-07 00:00:00-05:00,0.0
2025-12-08 00:00:00-05:00,0.0
2025-12-09 00:00:00-05:00,0.0
2025-12-10 00:00:00-05:00,-8.498079742180753e-05
2025-12-11 00:00:00-05:00,0.007680760764097849
2025-12-12 00:00:00-05:00,-0.0013320146386803788
2025-12-13 00:00:00-05:00,4.730766239857687e-06
2025-12-14 00:00:00-05:00,0.0005589738906026653
2025-12-15 00:00:00-05:00,0.0
2025-12-16 00:00:00-05:00,0.0
2025-12-17 00:00:00-05:00,-6.159344546352585e-05
2025-12-18 00:00:00-05:00,0.005115885992269753
2025-12-19 00:00:00-05:00,0.00020704478036259744
2025-12-20 00:00:00-05:00,-0.00892198647267528
2025-12-21 00:00:00-05:00,0.0018330523137704002
2025-12-22 00:00:00-05:00,0.0
2025-12-23 00:00:00-05:00,0.0
2025-12-24 00:00:00-05:00,-0.00014605728809613527
2025-12-25 00:00:00-05:00,-0.0033790557114486974
2025-12-26 00:00:00-05:00,-0.005465796602220463
2025-12-27 00:00:00-05:00,0.0
2025-12-28 00:00:00-05:00,0.0
2025-12-29 00:00:00-05:00,0.0
2025-12-30 00:00:00-05:00,0.0
2025-12-31 00:00:00-05:00,0.0
2026-01-01 00:00:00-05:00,0.0
2026-01-02 00:00:00-05:00,0.0
2026-01-03 00:00:00-05:00,0.0
2026-01-04 00:00:00-05:00,0.0
2026-01-05 00:00:00-05:00,0.0
2026-01-06 00:00:00-05:00,0.0
2026-01-07 00:00:00-05:00,0.0
2026-01-08 00:00:00-05:00,0.0
2026-01-09 00:00:00-05:00,0.0
2026-01-10 00:00:00-05:00,0.0
2026-01-11 00:00:00-05:00,0.0
2026-01-12 00:00:00-05:00,0.0
2026-01-13 00:00:00-05:00,0.0
2026-01-14 00:00:00-05:00,-0.00014633022741794566
2026-01-15 00:00:00-05:00,-0.001669254368740547
2026-01-16 00:00:00-05:00,-0.004982741206236541
2026-01-17 00:00:00-05:00,0.00012179743374418628
2026-01-18 00:00:00-05:00,-0.0013758224333360047
2026-01-19 00:00:00-05:00,0.0
2026-01-20 00:00:00-05:00,0.0
2026-01-21 00:00:00-05:00,0.0
2026-01-22 00:00:00-05:00,0.0
2026-01-23 00:00:00-05:00,0.0
2026-01-24 00:00:00-05:00,0.0
2026-01-25 00:00:00-05:00,0.0
2026-01-26 00:00:00-05:00,0.0
2026-01-27 00:00:00-05:00,0.0
2026-01-28 00:00:00-05:00,-8.500478307527093e-05
2026-01-29 00:00:00-05:00,0.026104057627817312
2026-01-30 00:00:00-05:00,0.00041454106210614405
2026-01-31 00:00:00-05:00,0.0014425101577528743
