,daily_return
2025-09-17 00:00:00-04:00,0.0
2025-09-18 00:00:00-04:00,0.0
2025-09-19 00:00:00-04:00,0.0
2025-09-20 00:00:00-04:00,0.0
2025-09-21 00:00:00-04:00,0.0
2025-09-22 00:00:00-04:00,0.0
2025-09-23 00:00:00-04:00,0.0
2025-09-24 00:00:00-04:00,0.0
2025-09-25 00:00:00-04:00,0.0
2025-09-26 00:00:00-04:00,0.0
2025-09-27 00:00:00-04:00,0.0
2025-09-28 00:00:00-04:00,0.0
2025-09-29 00:00:00-04:00,0.0
2025-09-30 00:00:00-04:00,0.0
2025-10-01 00:00:00-04:00,0.0
2025-10-02 00:00:00-04:00,0.0
2025-10-03 00:00:00-04:00,0.0
2025-10-04 00:00:00-04:00,0.0
2025-10-05 00:00:00-04:00,0.0
2025-10-06 00:00:00-04:00,0.0
2025-10-07 00:00:00-04:00,0.0
2025-10-08 00:00:00-04:00,0.0
2025-10-09 00:00:00-04:00,0.0
2025-10-10 00:00:00-04:00,0.0
2025-10-11 00:00:00-04:00,0.0
2025-10-12 00:00:00-04:00,0.0
2025-10-13 00:00:00-04:00,0.0
2025-10-14 00:00:00-04:00,0.0
2025-10-15 00:00:00-04:00,-0.00013511302408097947
2025-10-16 00:00:00-04:00,0.004932920367483717
2025-10-17 00:00:00-04:00,0.008401974615515284
2025-10-18 00:00:00-04:00,-0.01431228369301063
2025-10-19 00:00:00-04:00,0.0006551968915144979
2025-10-20 00:00:00-04:00,-0.0030652590541839775
2025-10-21 00:00:00-04:00,0.0004953653072923281
2025-10-22 00:00:00-04:00,-0.015804063675421753
2025-10-23 00:00:00-04:00,-0.005274738979024973
2025-10-24 00:00:00-04:00,0.007795516699758753
2025-10-25 00:00:00-04:00,0.002746495713209507
2025-10-26 00:00:00-04:00,-0.0015963798762057557
2025-10-27 00:00:00-04:00,0.022753177871456254
2025-10-28 00:00:00-04:00,-0.009546286752332378
2025-10-29 00:00:00-04:00,-0.012607275358371917
2025-10-30 00:00:00-04:00,0.018127415922588153
2025-10-31 00:00:00-04:00,-0.008375549352829914
2025-11-01 00:00:00-04:00,-0.00373040294883753
2025-11-02 00:00:00-04:00,-0.00037796104108267503
2025-11-03 00:00:00-05:00,-0.007060623443586378
2025-11-04 00:00:00-05:00,-0.015549147184156453
2025-11-05 00:00:00-05:00,-0.025508541278755126
2025-11-06 00:00:00-05:00,-0.0010094743625546077
2025-11-07 00:00:00-05:00,0.0010750547763236362
2025-11-08 00:00:00-05:00,-0.0007572555650608992
2025-11-09 00:00:00-05:00,0.0005855546253958899
2025-11-10 00:00:00-05:00,-0.0022331220946696373
2025-11-11 00:00:00-05:00,-0.00030409102579620484
2025-11-12 00:00:00-05:00,0.022907432094678493
2025-11-13 00:00:00-05:00,-0.007217998481428678
2025-11-14 00:00:00-05:00,0.04311039362811808
2025-11-15 00:00:00-05:00,0.005172074341675659
2025-11-16 00:00:00-05:00,0.010999689961880499
2025-11-17 00:00:00-05:00,0.00027099466761471014
2025-11-18 00:00:00-05:00,0.03394873391721842
2025-11-19 00:00:00-05:00,-0.006768842163919153
2025-11-20 00:00:00-05:00,0.011605415860735047
2025-11-21 00:00:00-05:00,0.05671293051077164
2025-11-22 00:00:00-05:00,0.02242934875767011
2025-11-23 00:00:00-05:00,-0.05429034120082821
2025-11-24 00:00:00-05:00,4.3632132642468235e-06
2025-11-25 00:00:00-05:00,-0.002681786693657817
2025-11-26 00:00:00-05:00,0.000858309370141086
2025-11-27 00:00:00-05:00,-0.000491339324803941
2025-11-28 00:00:00-05:00,0.0003367524024371349
2025-11-29 00:00:00-05:00,0.0008192515869756001
2025-11-30 00:00:00-05:00,-0.0038510320102432827
2025-12-01 00:00:00-05:00,0.05955029585798832
2025-12-02 00:00:00-05:00,0.007459207459207473
2025-12-03 00:00:00-05:00,-0.07583366751054843
2025-12-04 00:00:00-05:00,0.0002467711073517176
2025-12-05 00:00:00-05:00,0.0013790422174448924
2025-12-06 00:00:00-05:00,0.0006409295977563012
2025-12-07 00:00:00-05:00,-0.00018143975061257755
2025-12-08 00:00:00-05:00,-0.00031492823378798107
2025-12-09 00:00:00-05:00,0.007072480370406087
2025-12-10 00:00:00-05:00,-0.014291374282098812
2025-12-11 00:00:00-05:00,0.0
2025-12-12 00:00:00-05:00,0.0
2025-12-13 00:00:00-05:00,0.0
2025-12-14 00:00:00-05:00,0.0
2025-12-15 00:00:00-05:00,0.0
2025-12-16 00:00:00-05:00,0.0
2025-12-17 00:00:00-05:00,0.0
2025-12-18 00:00:00-05:00,0.0
2025-12-19 00:00:00-05:00,0.0
2025-12-20 00:00:00-05:00,0.0
2025-12-21 00:00:00-05:00,0.0
2025-12-22 00:00:00-05:00,0.0
2025-12-23 00:00:00-05:00,0.0
2025-12-24 00:00:00-05:00,0.0
2025-12-25 00:00:00-05:00,0.0
2025-12-26 00:00:00-05:00,0.0
2025-12-27 00:00:00-05:00,0.0
2025-12-28 00:00:00-05:00,0.0
2025-12-29 00:00:00-05:00,0.0
2025-12-30 00:00:00-05:00,0.0
2025-12-31 00:00:00-05:00,0.0
2026-01-01 00:00:00-05:00,0.0
2026-01-02 00:00:00-05:00,0.0
2026-01-03 00:00:00-05:00,0.0
2026-01-04 00:00:00-05:00,0.0
2026-01-05 00:00:00-05:00,0.0
2026-01-06 00:00:00-05:00,0.0
2026-01-07 00:00:00-05:00,0.0
2026-01-08 00:00:00-05:00,0.0
2026-01-09 00:00:00-05:00,0.0
2026-01-10 00:00:00-05:00,0.0
2026-01-11 00:00:00-05:00,0.0
2026-01-12 00:00:00-05:00,0.0
2026-01-13 00:00:00-05:00,0.0
2026-01-14 00:00:00-05:00,-0.00012016199009767803
2026-01-15 00:00:00-05:00,-0.004246288803249398
2026-01-16 00:00:00-05:00,-0.0007963440659698451
2026-01-17 00:00:00-05:00,-0.0011715490296585473
2026-01-18 00:00:00-05:00,-0.0017023534742650615
2026-01-19 00:00:00-05:00,-0.011481545407696636
2026-01-20 00:00:00-05:00,0.0039570302314067
2026-01-21 00:00:00-05:00,0.002102435301947425
2026-01-22 00:00:00-05:00,-0.016251400357878865
2026-01-23 00:00:00-05:00,0.02644593466983136
2026-01-24 00:00:00-05:00,0.02272834119593914
2026-01-25 00:00:00-05:00,0.0
2026-01-26 00:00:00-05:00,0.0
2026-01-27 00:00:00-05:00,0.012218614325824051
2026-01-28 00:00:00-05:00,0.025090603910494558
2026-01-29 00:00:00-05:00,0.01059891491627063
2026-01-30 00:00:00-05:00,0.0
2026-01-31 00:00:00-05:00,0.0
